time,supportnumber,commentnumber,repostnumber,text
02-13,7431,1071,2440,"20天过去了，留在武汉的普通人，在怎样生活？发烧的朋友，病危的父亲，仍在坚持工作的外卖小哥……“我想和你一起，等待好消息传遍神州大地的那一天。那时，我会摘下口罩，和你拥抱。”微博视频博主 催泪纪录↓↓转存，慢慢看 ..."
02-13,109265,3866,3912,"近日，武汉的视频火了。总台记者来到这里探访寻找“跳舞姐”时，却偶遇了一群可爱的医护人员。他们的防护服上，除了各自的名字，还写着“周黑鸭”、“热干面”、“广场小鲜女”等，这是什么代号？他们为啥要在防护服上写这些 ..."
02-13,750799,21044,21129,"目前，韩国首尔市政府向中国提供的一批援助物资已经启运。首尔市市长朴元淳说：“五年前，首尔因中东呼吸综合征疫情遭遇痛苦时，北京市政府提供了很大的帮助。现在，该是首尔报恩的时候了。首尔市政府愿助一臂之力，直到恢复正常生活。武汉加油，中国加油， ..."
02-13,6571,424,392,"今天下午，火神山医院首批治愈患者出院。出院的7名患者中，最大年纪66岁，最小年纪33岁，4男3女，其中包括重症患者。关注↓（总台央视记者周少军）  "
02-13,3922,444,338,"2月12日0时至24时，当日新增治愈出院病例1171例，解除医学观察的密切接触者29429人。截至2月12日24时，全国累计治愈出院病例5911例。 "
02-13,3347,139,96," 今天下午，北京市召开第十九场疫情防控新闻发布会。北京市人力社保局、市卫健委、市气象局、市疾控中心等有关单位将发布信息并答记者问。看直播↓关注！（总台央视记者张伟泽 杨凯）<br />  . "
02-13,118088,7201,3064,"2月12日0时至24时，各省区市和新疆生产建设兵团报告新增确诊病例15152例，其中湖北临床诊断病例13332例，重症病例减少174例。新增死亡病例254例，其中湖北242例，河南2例，天津、河北、辽宁、黑龙江、安徽、山东、广东、广西、海南、新疆生 ..."
02-13,2795,450,292,"国家卫健委医政医管局监察专员郭燕红：我们一手要抓疫情的防控，另外一手也一定要保障正常的医疗服务。对疫情比较重的地方，要全力做好新冠肺炎患者的救治工作，同时特别关注肿瘤、尿毒症等患者的医疗需求。对疫情不是很重的地方，一方面要抓好疫情的防控；另一方 ..."
02-13,1569,211,153,"国家卫健委医政医管局监察专员郭燕红：我们组织专家对治愈出院中的597例，进行了初步分析，发现其中90%左右是轻型和普通型患者，10%是重症和危重症。所以，。此外，这些病例平均住院日10天左右，92%的患者是早期使用抗病毒 ..."
02-13,2500,337,328,"国家卫健委医政医管局监察专员郭燕红：目前，全国共调集了两万多医护人员，组成180多个医疗队支援湖北和武汉。今天，军队系统又增援2600名医护赶赴武汉。我们增派的医疗力量中，很多都是重症专业的医护人员，帮助湖北加大重症的救治力度。我们还调 ..."
02-13,6332,327,182,"今天下午，广东省召开疫情防控工作新闻发布会。呼吸疾病国家重点实验室副主任赵金存，将通报新型冠状病毒病原学最新研究成果。广东省新冠肺炎疫情防控指挥部医疗救治组，将通报省内目前防控救治整体情况。关注↓（总台央视记者陈旭婷）  . "
02-13,4978,277,144,"今天下午，浙江省新型冠状病毒感染的肺炎疫情防控工作新闻发布会在杭州召开。浙江省卫健委将通报全省疫情情况，相关部门将回应社会关切。为减少人群聚集所引发的感染风险，发布会采取网络发布的形式。关注↓（总台央视记者梁烨）  . "
02-13,14913,1557,454,"今天，国务院联防联控机制召开新闻发布会，介绍重要医用物资保障和医疗资源调配保障最新进展情况。 全程直播↓关注！（总台央视记者顾小慈）  . "
02-13,36019,3653,1856,"中国科学院院士陈凯先：疫苗研发的大体流程包括：①疫苗前期的研发过程：获得免疫源，获得活病毒分离相关的亚单位等，还要进行免疫反应测试和动物保护的测试，放大优化免疫源生产工艺，做好临床前的毒理研究等；②疫苗的研发：临床前研究的基础上，还进行临床申报， ..."
02-13,145413,22492,241230,"口罩要戴，也要省着点用~ 疫情期间，正确地佩戴口罩，科学地重复利用，既要“省”，也要“防”！快跟着王俊凯学起来↓，我们一起努力！  "
02-13,68623,2558,1735,"今天，。其中，江苏省人民医院的史萍医生，在其所在医院的发热门诊连上14天班，随后按要求隔离观察14天。昨天，她刚刚结束医学观察，今天便又主动随医疗队出发前往武汉。戳↓！（总台央视记者吴睿） "
02-13,34329,1329,387,"今天下午，上海市召开第21场防控工作新闻发布会。上海市卫生健康委、上海市政府办公厅、市科委负责人及中科院专家、联影集团等将介绍疫情防控情况↓关注！（总台央视记者魏然 浦轩）  . "
02-13,9178,1369,324,"11日晚，内蒙古呼和浩特一男子未佩戴口罩外出购买香烟，小区疫情防控工作人员劝其戴好口罩，做好防护。男子不仅不听劝阻，还认为疫情防控人员是对其挑衅，回家携带家用菜刀下楼，且仍未带口罩。在疫情防控人员对其进行管理时，男子将工作人员撞倒在地，随后 ..."
02-13,1334,274,352,"北京朝阳医院综合科主任医师王晓娟：在特殊时期，我们不建议大家出去跳广场舞。戴口罩跳广场舞，可能会出现呼吸困难的情况。运动时呼出的大量气体会让口罩变湿，这时口罩就没有防护的价值了。我们可以换一些运动方式，在家里自己跳一跳是无 ..."
02-13,65998,7173,3301,"北京朝阳医院综合科主任医师王晓娟：烟草本身对呼吸道就有损害，此外还会造成慢性支气管炎，从医生的角度来讲，对所有人我们都建议是要戒烟的。现在的特殊时期，更不建议吸烟，更不要说聚在一起去吸烟了。  "
02-13,327086,19499,1100767,"张艺兴 ：如果你的口罩只是外出或通勤时短暂地戴过，在没有污损、未触碰口罩内部的情况下，在通风处正确存放，口罩是可以再次使用的。科学地重复使用口罩，既要“省”又要“防”，尽可能的保护好自己。，我们一起努力！ ..."
02-13,74332,5851,3879,"今天，第七批江苏援湖北医疗队700名队员分别在南京、徐州、扬州等地机场集结完毕，奔赴湖北武汉。其中，江苏省人民医院组建1支208人的医疗队，整建制接管武汉市第一医院1个重症监护室。徐州市组建1支医疗队（163人），扬州市 ..."
02-13,5361,179,488,"疫情期间，家中老人如何做好防护？有慢性疾病，需要定期去医院检查开药的老年人应该怎么做？如何避免感染？感染后痊愈的老人如何做康复？今天， 邀请北京朝阳医院综合科主任医师王晓娟为你答疑解惑！  . "
02-13,39090,2505,1719,"国务院任免国家工作人员：夏宝龙兼任国务院港澳事务办公室主任；免去张晓明的国务院港澳事务办公室主任职务，改任国务院港澳事务办公室分管日常工作的副主任（正部长级）；骆惠宁、傅自应兼任国务院港澳事务办公室副主任。 "
02-13,240953,17249,7437,"王忠林同志任湖北省委委员、常委和武汉市委书记，马国强同志不再担任湖北省委副书记、常委、委员和武汉市委书记职务。 "
02-13,6545,905,492,"据日本NHK消息：日本厚生劳动省称，横滨港的邮轮“钻石公主”号搭乘者中，新确诊44人感染新型冠状病毒肺炎，总计有218名船上乘客和船员被感染。日本政府表示，对于80岁以上的老年人、有基础疾病的乘客和客舱中没有窗户的乘客，在病毒检 ..."
02-13,290497,32634,12558,"日前，中共中央决定：应勇同志任湖北省委委员、常委、书记，蒋超良同志不再担任湖北省委书记、常委、委员职务。 "
02-13,68972,9064,1217,"据河南省教育厅新冠肺炎疫情防控工作领导小组关于近期严禁师生返校的紧急通知：各地、各级各类学校在接到河南省疫情防控指挥部教育系统工作专班批准开学前，不得安排学生返校。除需要返校参加本校疫情防控工作的教职工外，不得安排其他教职工返校。各级各类学 ..."
02-13,11758,988,1438,"按照中央军委命令，今天凌晨，空军出动运-20、伊尔-76、运-9共3型11架运输机，分别从乌鲁木齐、沈阳、西宁、天津、张家口、成都、重庆等7地机场起飞，向武汉空运军队支援湖北医疗队队员和物资。上午9时30分许，11架空军 ..."
02-13,7045,561,750,"今天，运20、伊尔76、运9等共11架军用运输机，运送大批医护团队和医疗物资抵达武汉。看网友为武汉加油的画作↓武汉必胜！( 图/吴志峰） "
02-13,192467,21016,904251," ：普通民众佩戴的医用外科口罩，在正确摘取保存后，可以进行二次使用。只要口罩没有污损，也没有触碰口罩内部，正确摘取后将其放在通风处存放，就可以二次使用。但如果口罩出现破损、脏污或湿透的情况，就不要再次使用了！，我们一起努力 ..."
02-13,6589,755,836,"今天，11架军用运输机抵达武汉天河机场，其中包括多架运20、伊尔76、运9，运送大批医护团队和医疗物资抵达武汉。武汉，必胜！（图片联合出品：） "
02-13,4138,441,630,独家直播！“胖妞”运-20大型运输机抵达武汉天河机场！
02-13,3321,721,276," 2020年2月12日0-24时，江西省报告新型冠状病毒肺炎新增确诊病例28例，新增治愈出院病例18例。<br /><br />  新增确诊病例中，宜春市7例、南昌市5例、九江市4例、新余市4例、赣州市4例、上饶市3例、抚州市1例。新增治愈出院病例中，南昌市8例、抚州市3例、 ..."
02-13,7547,942,678,"1月26日，49岁的四川成都人李丽（化名）和丈夫在攀枝花与友人聚餐，并于1月30日自驾返回成都。回成都后，两夫妻得知，聚餐中有一人被确诊为新冠肺炎，李丽和丈夫便在家中进行自我隔离。<br /><br />2月2日，李丽的丈夫就诊后经核酸检测为阳性，被确诊为新冠肺炎，立即被隔离 ..."
02-13,2311,535,232,"2020年2月12日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例27例。其中，轻型病例6例，普通型病例21例。新增出院病例37例。<br /> <br />新增确诊病例中，南京市3例、无锡市1例、徐州市5例、常州市2例、苏州市1例、南通市1例、连云港市3例、淮安市4例、 ..."
02-13,3874,1410,275,"根据安徽省卫健委发布的消息：2020年2月12日0-24时，安徽省报告新增确诊病例22例，新增疑似病例38例，新增危重症病例3例，新增死亡病例1例，新增治愈出院病例20例。<br />新增确诊病例中，合肥4例、淮北1例、亳州3例、宿州2例、蚌埠5例、阜阳4例、滁 ..."
02-13,461192,41344,13795,"多架运20、伊尔76、运9等即将抵达武汉天河机场，运送大批军队医护人员及物资。看直播↓关注！ （总台央视记者苏洲 倪晶依）  . "
02-13,2766,634,495,"今天， 第18天不间断直播！记者带你去武汉机场直击支援队伍抵达，看各地企业、重点工程复工，听自我隔离和康复者的自述、火神山建设者的记忆，探秘核酸检测、无人机给金银潭医院送快递……全天不间断直播，关注！ "
02-13,1888,377,194,"截止12日0--24时，四川全省新增确诊病历15例，新增治愈出院病例8例，无新增死亡病例。<br /><br />新增确诊病例中，成都市6例、达州市3例、德阳市1例、内江市1例、南充市1例、宜宾市1例、雅安市1例、甘孜州1例。<br /><br />新增治愈出院病例中，遂宁市2例、广安市2 ..."
02-13,3870,602,178,"2020年2月12日0-24时，河南省新增新型冠状病毒肺炎确诊病例34例,新增出院病例27例，新增死亡病例2例。新增确诊病例中，信阳市9例（含固始县1例）、南阳市7例、驻马店市6例、郑州市4例、周口市2例（含鹿邑县1例）、洛阳市1例、平顶山市1例、安阳 ..."
02-13,120048,17951,36231,"12日0时-24时，湖北省新增新冠肺炎病例14840例，其中临床诊断病例13332例。？为什么要增加临床病例的诊断？戳↓ "
02-13,724147,46187,22111,"2020年2月12日0时-24时，湖北省新增新冠肺炎病例14840例(含临床诊断病例13332例)，其中：武汉市13436例、黄石市37例、十堰市26例、襄阳市13例、宜昌市26例、荆州市321例、荆门市231例、鄂州市204例、孝感市123例、 ..."
02-13,2227,368,828,"昨天，国家卫健委公布全国新型冠状病毒感染疑似或确诊孕产妇产检和住院分娩定点医院名单 (截至2020年2月11日) ，来看↓ "
02-13,94768,3586,4055,"当地时间12日，俄罗斯外交部发言人扎哈罗娃在例行新闻发布会上用中文声援中国抗击疫情。&quot;在这个艰难的时刻，俄罗斯与中国同在，俄罗斯对中国人民表示诚挚支持，并祝愿中国人民取得最终胜利！&quot;（总台记者王斌 王晓雪）  ..."
02-13,4630,757,2765,"①若没有智能快件箱，请为快递小哥留出地方收投快件；②量力献爱心，不能强迫低收入人群捐出积蓄；③不信谣不传谣；④理性防护，不是去哪都要戴N95；⑤主动配合体温检测，请给工作人员多一些理解；⑥隐瞒病情害人害己；⑦上班少开会，下班少聚会；⑧自觉戴口罩。转！ "
02-13,306452,21689,17998,"湖北省十堰市张湾区新冠肺炎疫情防控指挥部刚刚发布通告，宣布张湾区全域从2月12日24：00起实施战时管制，管制措施原则上以14天为一周期，视全市及张湾区疫情防控效果予以提前解除或持续实施。 "
02-12,115085,6698,3533,"在安徽医科大学第一附属医院的新冠肺炎隔离病房内，95后男护士张超带领轻症患者打起了太极拳。他说，简单的太极拳招式可帮助患者适当锻炼，也能帮他们树立乐观的心态。有患者对太极拳特别感兴趣，在病房内和张超展开了“武学研讨”，来看↓（央视总台记者 ..."
02-12,10287,1059,1054,"医务人员是国家的财富，是真正的国家宝藏。广大医务人员工作在战疫第一线，连续奋战非常辛苦。看着他们主动请战逆行到前线，大家都很感动敬佩，想着一定不能亏待他们。现在国家都给安排上了！守护医者仁心，唯有真心和恒心，因为他们，就是我们的真心英雄。  ..."
02-12,42841,2609,2405,"这是日本松山芭蕾舞团，带来的特别演出：清水团长在舞台上致辞，“数千年以来，中国教给日本无数宝贵的经验和智慧。不气馁，不松懈，不畏惧，不放弃，必将迎来最后的胜利！”全体演员齐声高喊：“我们爱中国！武汉加油！中国加油！人类加油！”现场视频↓  ..."
02-12,5514,754,1883,"国务院办公厅日前转发《关于改善一线医务人员工作条件切实关心医务人员身心健康若干措施》的通知，为一线医务人员送上坚实保障：工作和休息条件要保障；身心健康要维护；待遇要落实；津贴标准要提高；人文关怀要加强；执业环境要更安全；先进工作要表彰↓↓转！ "
02-12,4880,922,1355,"日常消毒怎么做？中国疾控中心消毒首席专家张流波：做手消毒时，酒精是首选；对其他地方进行消毒，可选用84消毒液等消毒剂，便宜又安全。使用酒精消毒时一定要局部进行擦拭，绝对不推荐用酒精做喷雾消毒，或做大面积消毒。此外，，可能有一定抑制作用。 ..."
02-12,115414,7214,8293,"国家卫健委支援湖北医疗队：医生护士上班后不能吃不能喝，也不能去卫生间。大家工作前不喝水，吃点高热量的，穿上纸尿裤。穿着防护服非常难受，会痒，老想去抓。但穿防护服时绝不能做这个动作，要忍着。时间长了，鼻梁上身上可能会有皮肤病，压疮，甚至血 ..."
02-12,36639,2999,1824,"今天，国务院常务会议要求：①分类有序推动复工复产。②推动重点医疗防控物资企业尽快达产，确保一线防控需要。③有序组织务工人员返岗。④各地各部门要建立帮扶机制，纾解企业特别是民营、小微企业困难。⑤落实地方“菜篮子”、“米袋子”负责制，加强粮油菜肉 ..."
02-12,105810,1779,3117,"央视新闻频道《新闻1+1》今日疫情分析，白岩松连线中国疾控中心消毒首席专家张流波、浙江杭州市委副书记张仲灿，解读你关心的疫情问题。一起看直播！  . "
02-12,36484,3250,7161,"钟南山院士团队和 联合推出复工后防护提示：①公共区域：每日清洁消毒，定时通风；②会议室：减少集中开会，传阅文件前后需洗手；③办公室：准备带盖的水杯，多喝水；④食堂：错峰就餐，忌吃生食；⑤电梯间：楼层不高走楼梯，触碰按钮需洗手。更 ..."
02-12,3209,258,219,"武汉43岁的铁路职工饶曲组建爱心车队为各大医院运送物资，他的妻子刘丹毅然相随，一起成为“逆行者”；驻湖北部队运力支援队队员王春尚和战友们承担着武汉540多个点位的物资配送任务，他做护士的妻子朱新苗也第一时间请缨回到医院。网友：致敬这样的夫妻，希望你们都能平安凯旋！  ..."
02-12,10963,2642,3834,"篝火下的诗歌课，让12岁的穆庆云终于找到和母亲沟通的情感密码。在  中，她将自己写的第一首诗歌读给母亲听，“白云是蓝天的孩子，路灯是黑夜的孩子，我是母亲的孩子”...虽与在外打工的母亲相隔千里，但因诗歌，母女俩的心第一次如此亲近... ..."
02-12,36213,2004,677,"今晚，湖北省政府新闻办公室召开第22场新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍国家卫健委支援湖北医疗队（北京协和医院、中日友好医院、复旦大学附属华山医院）的有关情况。关注！（总台央视记者王伟超）  . "
02-12,19201,4150,1522,"教育部发布公告：原定于3月中旬进行的中小学教师资格考试和教师资格认定工作推迟举行，具体考试时间和认定报名时间将根据疫情防控进展情况另行通知。 "
02-12,5910,962,716,"11日0时至24时，湖北省新增4890例。专家童朝晖：增加临床病例的诊断，有益于临床医生对疾病多一个判断。实际上，有一大部分疑似病例按照临床诊断的标准，已有流行病学史；二是发热、呼吸道咳嗽、憋气的症状，这是临床症状；三是临床有体征；第四个是CT影像。 ..."
02-12,5975,916,1051,"中国疾控中心营养学首席专家赵文华：①保证营养能使人体的免疫细胞处于最佳战斗状态。营养对健康而言是预防治疗和康复疾病的重要手段，一定要好好吃饭。②要多吃粗杂粮，主动足量喝水，控制油炸火烤及深度加工食品。③尽可能坚持充足的身体活动，不要整天坐躺靠。转给TA ..."
02-12,52793,4791,5229,"江苏徐州市卫健委发布消息称，一高铁保洁员检测阳性，急寻接触者！具体内容如下：<br />近日徐州市疾病预防控制中心检测出一例新型冠状病毒核酸阳性患者：陶某某系上海华铁旅服公司保洁员，发病前曾在多趟高铁动车上班，目 ..."
02-12,156107,7596,4145,"据中央气象台，一股冷空气正酝酿发力，预计将于明天至16日南下。这是今年首次寒潮过程，届时，降温、大风、雨雪齐上阵，内蒙古、吉林、黑龙江、山东降温幅度可达15℃，。转发提醒：注意添衣保暖，防止感冒！ "
02-12,13252,1766,530,"昨天，葫芦岛经济开发区辽宁先达农业科学有限公司烯草酮车间发生爆炸事故。经救援，截至今天凌晨1时，厂区明火完全扑灭。目前，3名失联人员已找到，均已死亡。此次事故共造成5人死亡、10人受伤，现受伤人员已得到全力救治，均无生命危险。（总台央视记者韦昊岩） "
02-12,23348,691,439,"今天有哪些重点？聚焦哪些大事？，一起关注！  . "
02-12,18223,1068,711,"湖北司机肖红兵被困高速一周多，引发关注。8日，经交警协商，陕西汉中服务区为肖师傅免费安排了食宿及防护用品。有了住的地方，20多天来肖红兵第一回洗到澡。此前，肖师傅收到捐款1万多元。他说，现在很好，等战胜疫情就能正常拉货挣钱了，恳 ..."
02-12,48157,3040,1400,"9日，武汉中部战区总医院的一对新冠肺炎患者夫妇迎来了他们的宝宝。幸运的是，宝宝未被感染，不幸的是，他们必须与宝宝隔离。为了让他们见到宝宝，医护人员建了微信群，来了一场在线团圆。看着宝宝伸着小懒腰，他们的眼眶湿润了…祝你们早日康复，和宝宝真正团圆！  ..."
02-12,9288,1840,385,"今晚，央视新闻频道《新闻1+1》，主持人白岩松将连线中国疾控中心消毒学首席专家、环境所消毒中心主任张流波。你关心哪些问题？来评论区留言，你的提问有可能在节目中得到解答！今晚一起看直播！转发周知！ "
02-12,18226,2920,1408,"王春天，黑龙江齐齐哈尔市公安局铁锋分局新工地派出所副所长，昨天在执行小区封控任务时突发心脏病去世，年仅32岁。据了解，1月23日以来，他就把家搬到了所里，开展疫情防控宣传、排查工作， 20多天来跑遍了辖区180多家商户，核查信息4000余条……转发送别！ ..."
02-12,2952,435,148,"据武汉市新冠肺炎疫情防控指挥部：为做好重症收治工作，武汉市定点医疗机构已达40余家，加上火神山、雷神山医院，床位增加到1.2万张，将全部用于收治重症和危重症患者。截至昨天，武汉市指挥部统一调度全市病床，安排收治重症患者2676人。今天调度全市病床资源，计划收 ..."
02-12,14415,1825,320,"目前，武汉市已启用东西湖武汉客厅方舱、江汉区国际会展中心方舱和洪山体育馆方舱、江岸塔子湖方舱、黄陂方舱、汉阳国博方舱、硚口体育馆方舱等7个方舱医院。自2月6日开始收治病人，截至今天7时，共收治病人4313人，出院36人，转出305人。目前还有3972人在方舱内收治 ..."
02-12,28449,3909,2975,"记者从湖北省武汉市了解到：目前，省市疫情防控指挥部已累计调运新冠病毒核酸检测试剂盒18万人份，累计下发至各检测机构核酸试剂盒9万余人份，对在院治疗病例、发热门诊留观病例和隔离点观察疑似病例进行核酸检测，累计检测新冠病毒核酸72247人次。截至目前， ..."
02-12,11138,735,1508,"1月23日，离汉通道暂时关闭，武汉天河机场陷入沉寂；但不久后，一架架载着医护人员的包机呼啸而来…20家航空公司的280个航班昼夜飞行，近两万医护人员驰援湖北。各地空管纷纷通过无线电波，祝福飞机上的医护人员：“感谢你们的付出，期待凯旋！ ..."
02-12,5817,867,312,"教育部高校学生司司长王辉：要把考生和涉考工作人员健康安全放第一位。当前距离高考还有将近四个月的时间，教育部将密切关注疫情的发展变化情况，会同相关部门及时评估疫情对组织考试可能产生的影响，审慎研究制定今年高考的具体实施方案，相关工作安排将及时向社会公布。（总台 ..."
02-12,1564,322,234,"北京市疾病预防控制中心发布2月11日新发病例活动过的小区或场所，具体信息如下：<br />东城：<br />东直门街道新中街18号<br />西城：<br />广安门外街道红居南街1号院<br />月坛街道复兴门外大街甲20号<br />丰台：<br />花乡地区刘孟家园小区<br />大兴：<br />黄村镇格林云墅小区<br />密云：<br />十里堡镇河槽村<br />确诊病例 ..."
02-12,2793,525,245,"教育部应对新冠肺炎疫情工作领导小组办公室主任王登峰：学生返校后，来自疫情严重地区的、跟确诊病人有过接触的，包括有咳嗽、发烧症状的同学可能要单独隔离；其他的同学不一定需要隔离，但每天要测量体温。来自湖北疫区的同学，到外地上学首先要符合湖北 ..."
02-12,3193,199,129,"今天下午，广东省召开防控工作新闻发布会，通报疫情防控相关情况，并重点介绍工作、出行、居家生活等方面的防控知识。 全程直播↓关注！（总台央视记者张莉莉）  . "
02-12,4363,188,127,"今天下午，北京市召开第十八场疫情防控新闻发布会。北京市应急管理局副局长、北京市卫生健康委员会新闻发言人、北京市药品监督管理局副局长、北京市疾病预防控制中心副主任将出席发布会并答记者问。关注↓（总台央视记者何畅）  . "
02-12,30697,2425,578,"教育部高校学生司司长王辉：近日，教育部有关部门已印发通知，明确原定近期举行的硕士研究生的复试录取工作、有关招生单位博士研究生招生工作推迟举行。具体工作安排由各相关招生单位在所在地省级高校招生委员会指导下，结合本地本单位疫情防控情况 ..."
02-12,5471,837,469,"国家卫生健康委新闻发言人、宣传司副司长米锋：当前疫情形势依然十分严峻，但在一系列有利措施的推动下，疫情形势总体上也出现了一些积极变化。新增报告的病例波动下降，治愈出院人数较快增长。治愈比例由最低时1月27日1.3%，上升到2月11 ..."
02-12,67189,1515,2269,"今天，国务院联防联控机制召开新闻发布会，介绍、大中小学开学安排、高校毕业生就业等有关工作情况。 全程直播↓关注！（总台央视记者李雯婷 林健）  . "
02-12,4670,393,107,"今天下午，浙江省新型冠状病毒感染的肺炎疫情防控工作新闻发布会在杭州召开。浙江省卫健委将通报全省疫情情况，相关部门及医院专家将回应社会关切。为减少人群聚集引发的感染风险，此场发布会采取网络发布形式。关注↓（总台央视记者梁烨）  . "
02-12,21561,1771,1307,"今天，西藏首例新型冠状病毒肺炎确诊患者治愈出院。患者张某某经过18天的精心治疗，体温恢复正常1周以上，呼吸道症状明显好转，间隔24小时两次呼吸道病原核酸检测均为阴性，同时经影像学检查显示肺部炎症明显吸收，经自治区医疗救治专家组评估 ..."
02-12,1662,270,311,总台央视记者正在武汉金银潭医院，独家专访中央指导组专家、北京朝阳医院副院长童朝晖。自1月18日到武汉以来，他的工作情况如何？是如何诊断的？看直播↓！（总台央视记者蒋晓平）
02-12,83891,8273,13975,"昨天下午，火神山医院护士吴亚玲的母亲突发主动脉夹层破裂，在云南昆明过世。得知这个消息，吴亚玲泪如雨下。她面向家的方向三鞠躬，悼念去世的母亲……稍微平复心情后，吴亚玲继续投入工作。网友：好心疼这个姑娘！  ..."
02-12,4063,267,118,"今天下午，上海市召开防控工作新闻发布会，邀请上海市卫生健康委、商务委、农业农村委、邮政管理局负责人出席并介绍情况。看直播↓关注！（总台央视记者盛瑾瑜）  . "
02-12,18199,1511,980,"教育部整合国家、有关省市和学校优质教学资源，在延期开学期间开通国家中小学网络云平台和中国教育电视台空中课堂，免费供各地自主选择使用。平台资源包括防疫知识、红色教育资源、专题教育资源，及从小学至普通高中的主要学科课程资源，课程时间一般在2 ..."
02-12,15056,1434,647," ：今天上午，安徽省宣城市中级人民法院遵照最高人民法院院长签发的执行死刑命令，依法对故意杀人犯卫某执行死刑。<br />2018年3月14日14时许，卫某陪同妻子在泾县人民医院就医期间，与医生赵某发生冲突。卫某不顾家人劝阻，掏出一把折叠弹簧刀，捅刺赵某胸部 ..."
02-12,54675,3060,4326,"为援助武汉抗击疫情，俄罗斯向武汉捐赠23吨医疗物资。2月8日，这批物资抵达俄罗斯茹科夫斯基国际机场并被装至专机。俄罗斯紧急情况部国际活动司司长说，飞机已经满载。网友：谢谢你们！  "
02-12,28888,573,2039,"目前，仍有大量人群保持居家隔离状态。在家宅了这么久，吃了睡、睡了吃，你是不是变胖了？宅家如何运动才合适？餐后运动有哪些好处和小诀窍？今天， 邀请60岁健身达人姚宁，带你动起来！  . "
02-12,7485,1204,497," ：疫情不分国界，希望你们也能好好的，谢谢你们的帮助；白纸老蓦：一起加油啊； ：愿平安；：山川异城，风月同天； ：希望大家都平安，不分国籍！ "
02-12,1439,166,181,为了加强对患者的心理疏导和干预，保护好医务人员的心理健康，火神山医院专门成立了精神心理组。今天，总台央视记者王剑峰将对话其中一位心理医生李光耀↓
02-12,2830,357,319,"武汉市汉口医院，300多名新冠肺炎患者正在接受治疗。有患者说，她们的病房叫“幸运房”，里面每个人都一天比一天好 ；也有患者对自己充满信心，躺在病床上比出“OK”手势……加油，大家都会慢慢好起来的！带话题发视频、图文微博，一起为武汉助力！  ..."
02-12,8464,1125,374,"据日本共同社消息：日本厚生劳动省12日宣布，。已从“钻石公主号”邮轮被送往医疗机构的搭乘者中，4人为重症患者。日本国内感染者总计达203人。据日本放送协会消息，203人中包括174名邮轮乘客和乘务员、1名在船内进行检疫的检疫官、12名日本包机 ..."
02-12,36375,3237,849,"据山东省高级人民法院：今天，山东省济南市莱芜区人民法院公开开庭审理并当庭宣判山东首例涉疫情妨害公务案，被告人邓某某被判处有期徒刑十个月。<br /><br />2月3日上午8时许，济南市莱芜区某食品有限公司工人邓某某不配合公司疫情防控工作 ..."
02-12,39595,1429,2087,"吴先生是火神山医院首批收治的患者。经过精心治疗，他的病情已大为好转。看到医护人员十分辛苦，他主动提出要当志愿者，在医院里帮忙推轮椅、鼓励重症病友…在他的带动下，许多轻症患者也加入到志愿者的行列↓祝他们早日康复！ ..."
02-12,1526,411,1065,"知道自己健康，但总控制不住怀疑自己得了新冠肺炎；一直宅在家里，很是焦虑；家里老人总是轻信疫情谣言…特殊时期，遇到这些情况怎么办？保持心理健康，你应该这样做↓转发扩散！ "
02-12,7000,1425,822,"2月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例2015例（湖北1638例），新增疑似病例3342例（湖北1685例）。当日新增治愈出院病例744例（湖北417例），截至11日24时，。了解最新疫情信息，戳 ..."
02-12,12555,2115,1327,"据国家卫健委数据统计，2月11日0—24时，全国除湖北以外地区新增确诊病例377例，连续第8日呈下降态势。过去这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)、558例（7日）、509例（8日）、444例（9日）、381例（10日）。 "
02-12,3065,383,265,"2月11日0—24时，当日新增治愈出院病例744例（湖北417例），解除医学观察的密切接触者30068人。截至2月11日24时，累计治愈出院病例4740例。 "
02-12,6514,1780,691,"2月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例2015例（湖北1638例），新增重症病例871例（湖北897例）[注：新增重症病例数由当日现有重症病例数减去前一日重症病例数所得。重症病例存在转轻症、死亡等医学 ..."
02-12,3239,690,215,"截至2月11日24时，全省累计报告新冠肺炎确诊病例1219例。11日当天全省新增确诊病例42例，新增出院60例，累计出院241例。新增确诊病例中，深圳市11例、佛山市8例、广州市6例、东莞市5例、中山市4例、清远市2例、茂名市2例、珠海市1例、肇庆市1例 ..."
02-12,131929,6245,8526,"“你多大了？”“97年的。”“过来害怕不？”“刚来的时候害怕，过来看到这种局面，反而不害怕了。”这是广东医疗队22岁的护士朱海秀的回答。她还说，不想对着镜头向父母报平安，因为“我不想哭，哭花了护目镜没法做事。”加油，小姑娘，好样的！ ..."
02-12,15818,1770,774,"2020年2月11日0-24时，浙江省报告新型冠状病毒肺炎新增确诊病例14例，新增出院病例28例。其中：<br />新增确诊病例中，杭州市2例、宁波市2例、温州市7例、嘉兴市2例、金华市1例；新增出院病例中，杭州市3例、宁波市6例、温州市8例、湖州市1例、嘉 ..."
